"Year","Value","Products.and.product.groups"
2014,115.5,"Seeds, plants and cut flowers"
2014,110.2,"Other horticultural goods"
2014,113.4,"Other household supplies"
2014,168.8,"Other household services"
2014,93.7,"Household furnishings and equipment"
2014,93.1,"Furniture and household textiles"
2014,90.3,"Furniture"
2014,91.9,"Upholstered furniture"
2014,94.9,"Wooden furniture"
2014,85.4,"Other furniture"
2014,103.4,"Household textiles"
2014,124.4,"Window coverings"
2014,93.1,"Bedding and other household textiles"
2014,98.7,"Area rugs and mats"
2014,84.5,"Household equipment"
2014,82.8,"Household appliances"
2014,82.5,"Cooking appliances"
2014,80.8,"Refrigerators and freezers"
2014,85,"Laundry and dishwashing appliances"
2014,83.9,"Other household appliances"
2014,77,"Non-electric kitchen utensils, tableware and cookware"
2014,87.7,"Tools and other household equipment"
2014,87.8,"Household tools (including lawn, garden and snow removal equipment)"
2014,87.6,"Other household equipment"
2014,169.1,"Services related to household furnishings and equipment"
2014,93.2,"Clothing and footwear"
2014,83.1,"Clothing"
2014,78.9,"Women's clothing"
2014,92,"Men's clothing"
2014,76.3,"Children's clothing"
2014,93.6,"Footwear"
2014,91.4,"Women's footwear (excluding athletic)"
2014,99,"Men's footwear (excluding athletic)"
2014,98.1,"Children's footwear (excluding athletic)"
2014,90.9,"Athletic footwear"
2014,133.6,"Clothing accessories, watches and jewellery"
2014,95.9,"Leather clothing accessories"
2014,82.3,"Other clothing accessories"
2014,111.3,"Watches"
2014,181.8,"Jewellery"
2014,138.6,"Clothing material, notions and services"
2014,108.5,"Clothing material and notions"
2014,133.9,"Laundry services"
2014,151.6,"Dry cleaning services"
2014,148.5,"Other clothing services"
2014,130.4,"Transportation"
2014,129.9,"Private transportation"
2014,93.7,"Purchase, leasing and rental of passenger vehicles"
2014,93.6,"Purchase and leasing of passenger vehicles"
2014,94.3,"Purchase of passenger vehicles"
2014,89.1,"Leasing of passenger vehicles"
2014,108.3,"Rental of passenger vehicles"
2014,164.5,"Operation of passenger vehicles"
2014,183.8,"Gasoline"
2014,133.6,"Passenger vehicle parts, maintenance and repairs"
2014,128.2,"Passenger vehicle parts, accessories and supplies"
2014,136.7,"Passenger vehicle maintenance and repair services"
2014,160.3,"Other passenger vehicle operating expenses"
2014,163.5,"Passenger vehicle insurance premiums"
2014,120.7,"Passenger vehicle registration fees"
2014,161.1,"Drivers' licences"
2014,173.3,"Parking fees"
2014,136.8,"All other passenger vehicle operating expenses"
2014,134.9,"Public transportation"
2014,148.9,"Local and commuter transportation"
2014,149.8,"City bus and subway transportation"
2014,145.1,"Taxi and other local and commuter transportation services"
2014,127.2,"Inter-city transportation"
2014,125.1,"Air transportation"
2014,129.6,"Rail, highway bus and other inter-city transportation"
2014,119,"Health and personal care"
2014,121.6,"Health care"
2014,102.8,"Health care goods"
2014,99.3,"Medicinal and pharmaceutical products"
2014,89.7,"Prescribed medicines (excluding medicinal cannabis)"
2014,116.6,"Non-prescribed medicines"
2014,112,"Eye care goods"
2014,108.7,"Other health care goods"
2014,150.7,"Health care services"
2014,147.1,"Dental care services"
2014,163.1,"Other health care services"
2014,116.5,"Personal care"
2014,105.2,"Personal care supplies and equipment"
2014,108.1,"Personal soap"
2014,101.7,"Toiletry items and cosmetics"
2014,121.8,"Oral-hygiene products"
2014,103.4,"Other personal care supplies and equipment"
2014,133.3,"Personal care services"
2014,107.4,"Recreation, education and reading"
2014,95.7,"Recreation"
2014,54.5,"Recreational equipment and services (excluding recreational vehicles)"
2014,81.3,"Sporting and exercise equipment"
2014,93,"Toys, games (excluding video games) and hobby supplies"
2014,21,"Digital computing equipment and devices"
2014,29.9,"Photographic equipment and supplies"
2014,74.2,"Other recreational equipment"
2014,112,"Recreational services"
2014,119.2,"Purchase and operation of recreational vehicles"
2014,100.9,"Purchase of recreational vehicles and outboard motors"
2014,153,"Operation of recreational vehicles"
2014,162.6,"Fuel, parts and accessories for recreational vehicles"
2014,147.4,"Insurance, licences and other services for recreational vehicles"
2014,57.3,"Home entertainment equipment, parts and services"
2014,51.6,"Audio equipment"
2014,30.5,"Video equipment"
2014,109.6,"Rental of digital media"
2014,80.1,"Purchase of digital media"
2014,159.2,"Other home entertainment equipment, parts and services"
2014,93.7,"Travel services"
2014,85.9,"Traveller accommodation"
2014,98,"Travel tours"
2014,151.4,"Other cultural and recreational services"
2014,137.1,"Spectator entertainment (excluding video and audio subscription services)"
2014,166.6,"Video and audio subscription services"
2014,141.3,"Use of recreational facilities and services"
2014,146.6,"Education and reading"
2014,151.8,"Education"
2014,158.9,"Tuition fees"
2014,135.5,"School textbooks and supplies"
2014,132.4,"Other lessons, courses and education services"
2014,127.7,"Reading material (excluding textbooks)"
2014,156.5,"Newspapers"
2014,133.1,"Magazines and periodicals"
2014,100,"Books and reading material (excluding textbooks)"
2014,146.6,"Alcoholic beverages, tobacco products and recreational cannabis"
2014,119.9,"Alcoholic beverages"
2014,133.1,"Alcoholic beverages served in licensed establishments"
2014,138.1,"Beer served in licensed establishments"
2014,121.1,"Wine served in licensed establishments"
2014,134,"Liquor served in licensed establishments"
2014,114.1,"Alcoholic beverages purchased from stores"
2014,118,"Beer purchased from stores"
2014,106,"Wine purchased from stores"
2014,115.1,"Liquor purchased from stores"
2014,177.1,"Tobacco products and smokers' supplies"
2014,176.9,"Cigarettes"
2014,180.7,"Other tobacco products and smokers' supplies"
2014,123.2,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
2014,122.5,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
2014,123.1,"All-items excluding food"
2014,119,"All-items excluding food and energy"
2014,126.4,"All-items excluding mortgage interest cost"
2014,124.4,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
2014,125.3,"All-items excluding alcoholic beverages and recreational cannabis"
2014,124.3,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
2014,122.5,"All-items excluding shelter"
2014,122,"All-items excluding energy"
2014,122.9,"All-items excluding gasoline"
2014,120.7,"All-items excluding shelter, insurance and financial services"
2014,115.4,"Private transportation excluding gasoline"
2014,144.5,"Food and energy"
2014,120.3,"Fresh fruit and vegetables"
2014,165.3,"Energy"
2014,126.6,"Housing (1986 definition)"
2014,130.5,"Shelter (1986 definition)"
2014,125.2,"Goods and services"
2014,116.5,"Goods"
2014,85.5,"Durable goods"
2014,94.6,"Semi-durable goods"
2014,140.8,"Non-durable goods"
2014,144.8,"Non-durable goods excluding food purchased from stores"
2014,124.9,"Non-durable goods excluding food purchased from stores and energy"
2014,110.8,"Goods excluding food purchased from stores"
2014,97.3,"Goods excluding food purchased from stores and energy"
2014,133.7,"Services"
2014,136.4,"Services excluding shelter services"
2015,126.6,"All-items"
2015,140.5,"Food"
2015,141.2,"Food purchased from stores"
2015,156.6,"Meat"
2015,169.6,"Fresh or frozen meat (excluding poultry)"
2015,182.1,"Fresh or frozen beef"
2015,143.9,"Fresh or frozen pork"
2015,150.7,"Other fresh or frozen meat (excluding poultry)"
2015,149.8,"Fresh or frozen poultry"
2015,154.8,"Fresh or frozen chicken"
2015,126.1,"Other fresh or frozen poultry"
2015,144.8,"Processed meat"
2015,139.3,"Ham and bacon"
2015,150.9,"Other processed meat"
2015,125.4,"Fish, seafood and other marine products"
2015,130.1,"Fish"
2015,128.2,"Fresh or frozen fish (including portions and fish sticks)"
2015,135,"Canned and other preserved fish"
2015,112,"Seafood and other marine products"
2015,136.8,"Dairy products and eggs"
2015,135.2,"Dairy products"
2015,137.6,"Fresh milk"
2015,133.9,"Butter"
2015,133.5,"Cheese"
2015,129.8,"Ice cream and related products"
2015,136.5,"Other dairy products"
2015,155.6,"Eggs"
2015,154.7,"Bakery and cereal products (excluding baby food)"
2015,163.3,"Bakery products"
2015,188.5,"Bread, rolls and buns"
2015,137.1,"Cookies and crackers"
2015,144.8,"Other bakery products"
2015,139.1,"Cereal products (excluding baby food)"
2015,140.2,"Rice and rice-based mixes"
2015,126.4,"Breakfast cereal and other cereal products (excluding baby food)"
2015,163.6,"Pasta products"
2015,151.4,"Flour and flour-based mixes"
2015,132.4,"Fruit, fruit preparations and nuts"
2015,129.5,"Fresh fruit"
2015,133.5,"Apples"
2015,131.4,"Oranges"
2015,142.4,"Bananas"
2015,123.7,"Other fresh fruit"
2015,130.3,"Preserved fruit and fruit preparations"
2015,134.2,"Fruit juices"
2015,121.9,"Other preserved fruit and fruit preparations"
2015,150,"Nuts and seeds"
2015,130.8,"Vegetables and vegetable preparations"
2015,128.2,"Fresh vegetables"
2015,103.4,"Potatoes"
2015,116.5,"Tomatoes"
2015,126.9,"Lettuce"
2015,141.2,"Other fresh vegetables"
2015,141.2,"Preserved vegetables and vegetable preparations"
2015,142.4,"Frozen and dried vegetables"
2015,141.8,"Canned vegetables and other vegetable preparations"
2015,133.7,"Other food products and non-alcoholic beverages"
2015,138.7,"Sugar and confectionery"
2015,121.5,"Sugar and syrup"
2015,142.4,"Confectionery"
2015,149.5,"Edible fats and oils"
2015,158.9,"Margarine"
2015,139.5,"Other edible fats and oils"
2015,136.7,"Coffee and tea"
2015,139.4,"Coffee"
2015,129.6,"Tea"
2015,125.5,"Condiments, spices and vinegars"
2015,137.8,"Other food preparations"
2015,138.1,"Soup"
2015,139.3,"Baby foods"
2015,126.9,"Frozen food preparations"
2015,145.3,"All other food preparations"
2015,123.5,"Non-alcoholic beverages"
2015,138.9,"Food purchased from restaurants"
2015,140.3,"Food purchased from table-service restaurants"
2015,135.7,"Food purchased from fast food and take-out restaurants"
2015,139,"Food purchased from cafeterias and other restaurants"
2015,133.7,"Shelter"
2015,118.5,"Rented accommodation"
2015,118.5,"Rent"
2015,107.3,"Tenants' insurance premiums"
2015,132.9,"Tenants' maintenance, repairs and other expenses"
2015,135.2,"Owned accommodation"
2015,104.2,"Mortgage interest cost"
2015,154,"Homeowners' replacement cost"
2015,149.4,"Property taxes and other special charges"
2015,209.5,"Homeowners' home and mortgage insurance"
2015,132,"Homeowners' maintenance and repairs"
2015,155.8,"Other owned accommodation expenses"
2015,153,"Water, fuel and electricity"
2015,142.9,"Electricity"
2015,220.9,"Water"
2015,116.7,"Natural gas"
2015,203.9,"Fuel oil and other fuels"
2015,119.7,"Household operations, furnishings and equipment"
2015,133.5,"Household operations"
2015,127.1,"Communications"
2015,123.7,"Telephone services"
2015,195.4,"Postal and other communications services"
2015,151.2,"Child care and housekeeping services"
2015,150.6,"Child care services"
2015,152.9,"Housekeeping services"
2015,112.5,"Household cleaning products"
2015,97.2,"Detergents and soaps (other than personal care)"
2015,133.5,"Other household cleaning products"
2015,124,"Paper, plastic and aluminum foil supplies"
2015,125.3,"Paper supplies"
2015,120.6,"Plastic and aluminum foil supplies"
2015,141.6,"Other household goods and services"
2015,134.5,"Pet food and supplies"
2015,120,"Seeds, plants and cut flowers"
2015,110.2,"Other horticultural goods"
2015,114.6,"Other household supplies"
2015,173.3,"Other household services"
2015,96.2,"Household furnishings and equipment"
2015,95.8,"Furniture and household textiles"
2015,93.1,"Furniture"
2015,95.5,"Upholstered furniture"
2015,96.8,"Wooden furniture"
2015,87.1,"Other furniture"
2015,105.9,"Household textiles"
2015,124.2,"Window coverings"
2015,95.9,"Bedding and other household textiles"
2015,104.1,"Area rugs and mats"
2015,86.5,"Household equipment"
2015,86.1,"Household appliances"
2015,86.3,"Cooking appliances"
2015,85.3,"Refrigerators and freezers"
2015,89.9,"Laundry and dishwashing appliances"
2015,85,"Other household appliances"
2015,77.9,"Non-electric kitchen utensils, tableware and cookware"
2015,88.7,"Tools and other household equipment"
2015,89,"Household tools (including lawn, garden and snow removal equipment)"
2015,88.3,"Other household equipment"
2015,175.7,"Services related to household furnishings and equipment"
2015,94.6,"Clothing and footwear"
2015,84.5,"Clothing"
2015,79.9,"Women's clothing"
2015,93.7,"Men's clothing"
2015,78.5,"Children's clothing"
2015,94.3,"Footwear"
2015,92.4,"Women's footwear (excluding athletic)"
2015,97,"Men's footwear (excluding athletic)"
2015,101.1,"Children's footwear (excluding athletic)"
2015,91.8,"Athletic footwear"
2015,135.6,"Clothing accessories, watches and jewellery"
2015,98.1,"Leather clothing accessories"
2015,83.5,"Other clothing accessories"
2015,111.9,"Watches"
2015,184.5,"Jewellery"
2015,141.2,"Clothing material, notions and services"
2015,112,"Clothing material and notions"
2015,135.8,"Laundry services"
2015,153.6,"Dry cleaning services"
2015,152.1,"Other clothing services"
2015,126.5,"Transportation"
2015,125.4,"Private transportation"
2015,95.1,"Purchase, leasing and rental of passenger vehicles"
2015,95,"Purchase and leasing of passenger vehicles"
2015,95.8,"Purchase of passenger vehicles"
2015,90.3,"Leasing of passenger vehicles"
2015,104.6,"Rental of passenger vehicles"
2015,152.9,"Operation of passenger vehicles"
2015,153.4,"Gasoline"
2015,135.6,"Passenger vehicle parts, maintenance and repairs"
2015,129,"Passenger vehicle parts, accessories and supplies"
2015,139.6,"Passenger vehicle maintenance and repair services"
2015,161.9,"Other passenger vehicle operating expenses"
2015,164.4,"Passenger vehicle insurance premiums"
2015,127.2,"Passenger vehicle registration fees"
2015,162.5,"Drivers' licences"
2015,176.4,"Parking fees"
2015,137.7,"All other passenger vehicle operating expenses"
2015,136.5,"Public transportation"
2015,151.8,"Local and commuter transportation"
2015,153.4,"City bus and subway transportation"
2015,146,"Taxi and other local and commuter transportation services"
2015,128.2,"Inter-city transportation"
2015,125.9,"Air transportation"
2015,133,"Rail, highway bus and other inter-city transportation"
2015,120.5,"Health and personal care"
2015,123.1,"Health care"
2015,103.1,"Health care goods"
2015,99.5,"Medicinal and pharmaceutical products"
2015,89.5,"Prescribed medicines (excluding medicinal cannabis)"
2015,117.7,"Non-prescribed medicines"
2015,112.2,"Eye care goods"
